 Copyright (C) 1995-2019 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.6.2
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
Temperature (K), Relative Humidity (%), Dew Temperature (C)
287,28,-4.51071
287,29,-4.0361
287,30,-3.57599
287,31,-3.12949
287,32,-2.69574
287,33,-2.27402
287,34,-1.86362
287,35,-1.4639
287,36,-1.07434
287,37,-0.694397
287,38,-0.323547
287,39,0.0386658
287,40,0.392609
287,41,0.738678
287,42,1.07727
287,43,1.40872
287,44,1.73331
287,45,2.05133
287,46,2.3631
287,47,2.66885
287,48,2.96881
287,49,3.26321
287,50,3.55228
287,51,3.83621
287,52,4.1152
287,53,4.3894
287,54,4.65903
287,55,4.92422
287,56,5.18512
287,57,5.44186
287,58,5.69461
287,59,5.94351
287,60,6.18863
287,61,6.43011
287,62,6.66809
287,63,6.90268
287,64,7.13394
287,65,7.36197
287,66,7.58688
287,67,7.80881
287,68,8.02774
287,69,8.24384
287,70,8.45715
287,71,8.66772
287,72,8.8757
287,73,9.08109
287,74,9.284
287,75,9.48444
287,76,9.68253
287,77,9.87827
287,78,10.0718
287,79,10.2631
287,80,10.4522
287,81,10.6393
287,82,10.8242
287,83,11.0072
287,84,11.1882
287,85,11.3673
287,86,11.5446
287,87,11.72
287,88,11.8936
287,89,12.0655
287,90,12.2356
287,91,12.4041
287,92,12.5709
287,93,12.7361
287,94,12.8997
287,95,13.0618
287,96,13.2224
287,97,13.3814
287,98,13.539
287,99,13.6952
287,100,13.85
288,1,-42.4471
288,2,-35.3255
288,3,-30.9521
288,4,-27.7503
288,5,-25.2078
288,6,-23.0911
288,7,-21.273
288,8,-19.6765
288,9,-18.2515
288,10,-16.9631
288,11,-15.7864
288,12,-14.7026
288,13,-13.6975
288,14,-12.76
288,15,-11.8811
288,16,-11.0535
288,17,-10.2713
288,18,-9.52957
288,19,-8.82407
288,20,-8.15128
288,21,-7.50812
288,22,-6.89197
288,23,-6.30057
288,24,-5.73184
288,25,-5.18405
288,26,-4.65564
288,27,-4.1452
288,28,-3.65149
288,29,-3.1734
288,30,-2.7099
288,31,-2.26007
288,32,-1.82309
288,33,-1.39822
288,34,-0.984741
288,35,-0.582062
288,36,-0.189606
288,37,0.193207
288,38,0.566833
288,39,0.931763
288,40,1.28836
288,41,1.63705
288,42,1.97821
288,43,2.31216
288,44,2.63919
288,45,2.95966
288,46,3.27377
288,47,3.58185
288,48,3.88409
288,49,4.18073
288,50,4.47202
288,51,4.75812
288,52,5.03925
288,53,5.31555
288,54,5.58725
288,55,5.85446
288,56,6.11734
288,57,6.37607
288,58,6.63077
288,59,6.88156
288,60,7.1286
288,61,7.37195
288,62,7.61179
288,63,7.84814
288,64,8.08121
288,65,8.311
288,66,8.53769
288,67,8.76129
288,68,8.98196
288,69,9.19974
288,70,9.4147
288,71,9.62692
288,72,9.83652
288,73,10.0435
288,74,10.248
288,75,10.45
288,76,10.6496
288,77,10.8469
288,78,11.0419
288,79,11.2347
288,80,11.4254
288,81,11.6139
288,82,11.8003
288,83,11.9847
288,84,12.1672
288,85,12.3477
288,86,12.5263
288,87,12.7031
288,88,12.8781
288,89,13.0513
288,90,13.2228
288,91,13.3926
288,92,13.5607
288,93,13.7272
288,94,13.8922
288,95,14.0555
288,96,14.2173
288,97,14.3777
288,98,14.5366
288,99,14.694
288,100,14.85
289,1,-41.8506
289,2,-34.6844
289,3,-30.2828
289,4,-27.06
289,5,-24.5006
289,6,-22.3696
289,7,-20.5392
289,8,-18.9319
289,9,-17.4971
289,10,-16.1998
289,11,-15.0148
289,12,-13.9235
289,13,-12.9113
289,14,-11.9672
289,15,-11.082
289,16,-10.2485
289,17,-9.46078
289,18,-8.71371
289,19,-8.00314
289,20,-7.3255
289,21,-6.6777
289,22,-6.0571
289,23,-5.46136
289,24,-4.88852
289,25,-4.33673
289,26,-3.80444
289,27,-3.29028
289,28,-2.79294
289,29,-2.31131
289,30,-1.84439
289,31,-1.39124
289,32,-0.951019
289,33,-0.52301
289,34,-0.106476
289,35,0.299225
289,36,0.694611
289,37,1.08029
289,38,1.45673
289,39,1.82437
289,40,2.18365
289,41,2.53497
289,42,2.87869
289,43,3.21515
289,44,3.54468
289,45,3.86752
289,46,4.18405
289,47,4.49445
289,48,4.79898
289,49,5.09787
289,50,5.39136
289,51,5.67966
289,52,5.96292
289,53,6.24133
289,54,6.51511
289,55,6.78436
289,56,7.04926
289,57,7.30997
289,58,7.56662
289,59,7.81937
289,60,8.06827
289,61,8.31351
289,62,8.55518
289,63,8.79337
289,64,9.02823
289,65,9.2598
289,66,9.48822
289,67,9.71359
289,68,9.93594
289,69,10.1554
289,70,10.372
289,71,10.5859
289,72,10.7971
289,73,11.0057
289,74,11.2118
289,75,11.4154
289,76,11.6166
289,77,11.8154
289,78,12.012
289,79,12.2063
289,80,12.3984
289,81,12.5883
289,82,12.7763
289,83,12.9621
289,84,13.146
289,85,13.3279
289,86,13.508
289,87,13.6862
289,88,13.8625
289,89,14.0371
289,90,14.2099
289,91,14.3811
289,92,14.5505
289,93,14.7184
289,94,14.8846
289,95,15.0492
289,96,15.2123
289,97,15.374
289,98,15.5341
289,99,15.6927
289,100,15.85
290,1,-41.2555
290,2,-34.0446
290,3,-29.6148
290,4,-26.3709
290,5,-23.7946
290,6,-21.6494
290,7,-19.8066
290,8,-18.1883
290,9,-16.7436
290,10,-15.4374
290,11,-14.2442
290,12,-13.1452
290,13,-12.126
290,14,-11.1752
290,15,-10.2838
290,16,-9.44443
290,17,-8.65106
290,18,-7.89868
290,19,-7.18301
290,20,-6.50049
290,21,-5.84802
290,22,-5.22293
290,23,-4.62289
290,24,-4.0459
290,25,-3.49008
290,26,-2.95395
290,27,-2.436
290,28,-1.93503
290,29,-1.44986
290,30,-0.979492
290,31,-0.52301
290,32,-0.0795288
290,33,0.351654
290,34,0.771271
290,35,1.17996
290,36,1.57831
290,37,1.96686
290,38,2.3461
290,39,2.71649
290,40,3.07846
290,41,3.4324
290,42,3.77869
290,43,4.11768
290,44,4.44968
290,45,4.77499
290,46,5.09387
290,47,5.40662
290,48,5.71344
290,49,6.01462
290,50,6.31033
290,51,6.6008
290,52,6.88623
290,53,7.16675
290,54,7.4426
290,55,7.71393
290,56,7.98087
290,57,8.24356
290,58,8.50217
290,59,8.75684
290,60,9.00766
290,61,9.25479
290,62,9.49829
290,63,9.73834
290,64,9.97498
290,65,10.2084
290,66,10.4385
290,67,10.6656
290,68,10.8897
290,69,11.1109
290,70,11.3292
290,71,11.5447
290,72,11.7576
290,73,11.9678
290,74,12.1754
290,75,12.3806
290,76,12.5834
290,77,12.7838
290,78,12.9818
290,79,13.1776
290,80,13.3713
290,81,13.5627
290,82,13.7521
290,83,13.9394
290,84,14.1247
290,85,14.3081
290,86,14.4895
290,87,14.6691
290,88,14.8469
290,89,15.0228
290,90,15.197
290,91,15.3695
290,92,15.5403
290,93,15.7094
290,94,15.877
290,95,16.0429
290,96,16.2073
290,97,16.3702
290,98,16.5316
290,99,16.6915
290,100,16.85
291,1,-40.6619
291,2,-33.4062
291,3,-28.9481
291,4,-25.6831
291,5,-23.0898
291,6,-20.9302
291,7,-19.075
291,8,-17.4457
291,9,-15.9912
291,10,-14.676
291,11,-13.4745
291,12,-12.368
291,13,-11.3416
291,14,-10.3842
291,15,-9.48648
291,16,-8.64117
291,17,-7.84216
291,18,-7.08444
291,19,-6.36368
291,20,-5.67627
291,21,-5.0191
291,22,-4.38953
291,23,-3.78516
291,24,-3.20398
291,25,-2.64413
291,26,-2.1041
291,27,-1.58237
291,28,-1.07773
291,29,-0.58902
291,30,-0.115204
291,31,0.344635
291,32,0.791351
291,33,1.22574
291,34,1.64844
291,35,2.06015
291,36,2.46146
291,37,2.85287
291,38,3.23492
291,39,3.60809
291,40,3.97275
291,41,4.32935
291,42,4.67825
291,43,5.01978
291,44,5.35425
291,45,5.68201
291,46,6.0033
291,47,6.31839
291,48,6.62753
291,49,6.93097
291,50,7.22894
291,51,7.52161
291,52,7.80917
291,53,8.09183
291,54,8.36978
291,55,8.64316
291,56,8.91211
291,57,9.17682
291,58,9.43741
291,59,9.69403
291,60,9.94678
291,61,10.1958
291,62,10.4412
291,63,10.683
291,64,10.9215
291,65,11.1566
291,66,11.3886
291,67,11.6175
291,68,11.8433
291,69,12.0661
291,70,12.2861
291,71,12.5033
291,72,12.7178
291,73,12.9297
291,74,13.1389
291,75,13.3457
291,76,13.55
291,77,13.752
291,78,13.9516
291,79,14.1489
291,80,14.344
291,81,14.537
291,82,14.7278
291,83,14.9166
291,84,15.1034
291,85,15.2881
291,86,15.471
291,87,15.652
291,88,15.8311
291,89,16.0085
291,90,16.184
291,91,16.3578
291,92,16.53
291,93,16.7004
291,94,16.8693
291,95,17.0366
291,96,17.2022
291,97,17.3664
291,98,17.5291
291,99,17.6902
291,100,17.85
292,1,-40.0697
292,2,-32.7691
292,3,-28.2826
292,4,-24.9964
292,5,-22.3861
292,6,-20.2122
292,7,-18.3445
292,8,-16.7043
292,9,-15.2398
292,10,-13.9156
292,11,-12.7059
292,12,-11.5916
292,13,-10.5582
292,14,-9.59399
292,15,-8.69
292,16,-7.83875
292,17,-7.03412
292,18,-6.271
292,19,-5.5451
292,20,-4.85281
292,21,-4.19095
292,22,-3.55685
292,23,-2.94812
292,24,-2.36276
292,25,-1.79889
292,26,-1.25491
292,27,-0.729401
292,28,-0.2211
292,29,0.271179
292,30,0.748444
292,31,1.21167
292,32,1.66165
292,33,2.09921
292,34,2.52505
292,35,2.93982
292,36,3.34406
292,37,3.7384
292,38,4.12329
292,39,4.49921
292,40,4.86658
292,41,5.22583
292,42,5.57733
292,43,5.92139
292,44,6.25839
292,45,6.58859
292,46,6.91229
292,47,7.22974
292,48,7.54123
292,49,7.84695
292,50,8.14713
292,51,8.44202
292,52,8.73175
292,53,9.01657
292,54,9.2966
292,55,9.57205
292,56,9.84308
292,57,10.1098
292,58,10.3723
292,59,10.6309
292,60,10.8856
292,61,11.1365
292,62,11.3837
292,63,11.6275
292,64,11.8677
292,65,12.1047
292,66,12.3384
292,67,12.569
292,68,12.7966
292,69,13.0211
292,70,13.2428
292,71,13.4617
292,72,13.6779
292,73,13.8913
292,74,14.1022
292,75,14.3106
292,76,14.5165
292,77,14.72
292,78,14.9211
292,79,15.12
292,80,15.3166
292,81,15.5111
292,82,15.7034
292,83,15.8937
292,84,16.0819
292,85,16.2681
292,86,16.4524
292,87,16.6348
292,88,16.8153
292,89,16.994
292,90,17.171
292,91,17.3461
292,92,17.5196
292,93,17.6914
292,94,17.8616
292,95,18.0302
292,96,18.1971
292,97,18.3626
292,98,18.5266
292,99,18.689
292,100,18.85
293,1,-39.479
293,2,-32.1334
293,3,-27.6184
293,4,-24.311
293,5,-21.6836
293,6,-19.4953
293,7,-17.6151
293,8,-15.9638
293,9,-14.4894
293,10,-13.1562
293,11,-11.9382
293,12,-10.8163
293,13,-9.7756
293,14,-8.80475
293,15,-7.89444
293,16,-7.0372
293,17,-6.2269
293,18,-5.45837
293,19,-4.72736
293,20,-4.03012
293,21,-3.36356
293,22,-2.72491
293,23,-2.11182
293,24,-1.52225
293,25,-0.954315
293,26,-0.406403
293,27,0.122894
293,28,0.634888
293,29,1.13077
293,30,1.61151
293,31,2.07809
293,32,2.53137
293,33,2.97214
293,34,3.40109
293,35,3.81891
293,36,4.22614
293,37,4.62338
293,38,5.01111
293,39,5.3898
293,40,5.75992
293,41,6.12183
293,42,6.47592
293,43,6.82257
293,44,7.16205
293,45,7.49472
293,46,7.82083
293,47,8.14069
293,48,8.4545
293,49,8.76251
293,50,9.06497
293,51,9.36206
293,52,9.65399
293,53,9.94095
293,54,10.2231
293,55,10.5006
293,56,10.7737
293,57,11.0424
293,58,11.307
293,59,11.5675
293,60,11.8241
293,61,12.0769
293,62,12.326
293,63,12.5716
293,64,12.8138
293,65,13.0525
293,66,13.288
293,67,13.5204
293,68,13.7497
293,69,13.976
293,70,14.1993
293,71,14.4199
293,72,14.6377
293,73,14.8528
293,74,15.0653
293,75,15.2753
293,76,15.4828
293,77,15.6879
293,78,15.8906
293,79,16.091
293,80,16.2891
293,81,16.4851
293,82,16.6789
293,83,16.8706
293,84,17.0603
293,85,17.248
293,86,17.4337
293,87,17.6175
293,88,17.7994
293,89,17.9795
293,90,18.1578
293,91,18.3344
293,92,18.5092
293,93,18.6824
293,94,18.8539
293,95,19.0237
293,96,19.192
293,97,19.3588
293,98,19.524
293,99,19.6877
293,100,19.85
294,1,-38.8897
294,2,-31.4991
294,3,-26.9555
294,4,-23.6268
294,5,-20.9823
294,6,-18.7795
294,7,-16.8869
294,8,-15.2245
294,9,-13.7401
294,10,-12.3978
294,11,-11.1714
294,12,-10.0418
294,13,-8.99396
294,14,-8.01636
294,15,-7.09973
294,16,-6.23648
294,17,-5.4205
294,18,-4.64658
294,19,-3.91037
294,20,-3.20822
294,21,-2.5369
294,22,-1.89371
294,23,-1.27625
294,24,-0.682434
294,25,-0.110413
294,26,0.441437
294,27,0.974548
294,28,1.49023
294,29,1.98969
294,30,2.47394
294,31,2.94391
294,32,3.40051
294,33,3.84451
294,34,4.27658
294,35,4.69745
294,36,5.1077
294,37,5.50784
294,38,5.89841
294,39,6.27991
294,40,6.65274
294,41,7.01733
294,42,7.37408
294,43,7.72327
294,44,8.06531
294,45,8.40045
294,46,8.72897
294,47,9.05121
294,48,9.36737
294,49,9.67767
294,50,9.98239
294,51,10.2817
294,52,10.5758
294,53,10.865
294,54,11.1492
294,55,11.4288
294,56,11.7039
294,57,11.9747
294,58,12.2413
294,59,12.5038
294,60,12.7623
294,61,13.0171
294,62,13.2681
294,63,13.5155
294,64,13.7595
294,65,14.0001
294,66,14.2374
294,67,14.4715
294,68,14.7025
294,69,14.9305
294,70,15.1556
294,71,15.3779
294,72,15.5974
294,73,15.8141
294,74,16.0283
294,75,16.2399
294,76,16.4489
294,77,16.6556
294,78,16.8598
294,79,17.0618
294,80,17.2615
294,81,17.459
294,82,17.6543
294,83,17.8474
294,84,18.0386
294,85,18.2277
294,86,18.4149
294,87,18.6001
294,88,18.7834
294,89,18.9649
294,90,19.1447
294,91,19.3226
294,92,19.4987
294,93,19.6732
294,94,19.8461
294,95,20.0173
294,96,20.1869
294,97,20.3549
294,98,20.5215
294,99,20.6865
294,100,20.85
295,1,-38.3019
295,2,-30.866
295,3,-26.2939
295,4,-22.9439
295,5,-20.2821
295,6,-18.0649
295,7,-16.1597
295,8,-14.4862
295,9,-12.9918
295,10,-11.6404
295,11,-10.4057
295,12,-9.26831
295,13,-8.21326
295,14,-7.22891
295,15,-6.30588
295,16,-5.43665
295,17,-4.61493
295,18,-3.83557
295,19,-3.09421
295,20,-2.38708
295,21,-1.711
295,22,-1.06323
295,23,-0.441376
295,24,0.156677
295,25,0.732788
295,26,1.28857
295,27,1.82553
295,28,2.34494
295,29,2.84799
295,30,3.33575
295,31,3.80914
295,32,4.26904
295,33,4.71628
295,34,5.15152
295,35,5.57544
295,36,5.98868
295,37,6.39175
295,38,6.78522
295,39,7.16953
295,40,7.5451
295,41,7.91238
295,42,8.27173
295,43,8.62354
295,44,8.96808
295,45,9.30573
295,46,9.63669
295,47,9.9613
295,48,10.2798
295,49,10.5925
295,50,10.8994
295,51,11.201
295,52,11.4973
295,53,11.7886
295,54,12.075
295,55,12.3567
295,56,12.6339
295,57,12.9067
295,58,13.1753
295,59,13.4398
295,60,13.7003
295,61,13.9569
295,62,14.2098
295,63,14.4591
295,64,14.705
295,65,14.9474
295,66,15.1865
295,67,15.4224
295,68,15.6552
295,69,15.8849
295,70,16.1118
295,71,16.3357
295,72,16.5568
295,73,16.7753
295,74,16.991
295,75,17.2042
295,76,17.4149
295,77,17.6231
295,78,17.829
295,79,18.0325
295,80,18.2337
295,81,18.4327
295,82,18.6295
295,83,18.8242
295,84,19.0168
295,85,19.2074
295,86,19.396
295,87,19.5826
295,88,19.7674
295,89,19.9503
295,90,20.1314
295,91,20.3107
295,92,20.4883
295,93,20.6641
295,94,20.8383
295,95,21.0108
295,96,21.1817
295,97,21.3511
295,98,21.5189
295,99,21.6852
295,100,21.85
296,1,-37.7156
296,2,-30.2344
296,3,-25.6336
296,4,-22.2622
296,5,-19.5832
296,6,-17.3514
296,7,-15.4336
296,8,-13.7489
296,9,-12.2446
296,10,-10.884
296,11,-9.64093
296,12,-8.49576
296,13,-7.43347
296,14,-6.44232
296,15,-5.51294
296,16,-4.63763
296,17,-3.81021
296,18,-3.02539
296,19,-2.27881
296,20,-1.56671
296,21,-0.885864
296,22,-0.233521
296,23,0.392731
296,24,0.995056
296,25,1.57529
296,26,2.13504
296,27,2.67584
296,28,3.19901
296,29,3.70569
296,30,4.19693
296,31,4.67377
296,32,5.13699
296,33,5.58746
296,34,6.02588
296,35,6.45288
296,36,6.86914
296,37,7.27518
296,38,7.67151
296,39,8.05862
296,40,8.43695
296,41,8.80695
296,42,9.16895
296,43,9.52332
296,44,9.87042
296,45,10.2105
296,46,10.544
296,47,10.871
296,48,11.1919
296,49,11.5068
296,50,11.8161
296,51,12.1199
296,52,12.4185
296,53,12.7119
296,54,13.0005
296,55,13.2843
296,56,13.5635
296,57,13.8384
296,58,14.109
296,59,14.3754
296,60,14.6379
296,61,14.8965
296,62,15.1513
296,63,15.4025
296,64,15.6502
296,65,15.8944
296,66,16.1353
296,67,16.373
296,68,16.6076
296,69,16.8391
296,70,17.0676
296,71,17.2933
296,72,17.5161
296,73,17.7362
296,74,17.9536
296,75,18.1685
296,76,18.3807
296,77,18.5905
296,78,18.798
296,79,19.003
296,80,19.2058
296,81,19.4063
296,82,19.6046
296,83,19.8008
296,84,19.9949
296,85,20.187
296,86,20.377
296,87,20.5651
296,88,20.7513
296,89,20.9356
296,90,21.1181
296,91,21.2988
296,92,21.4777
296,93,21.6549
296,94,21.8304
296,95,22.0043
296,96,22.1765
296,97,22.3472
296,98,22.5163
296,99,22.6839
296,100,22.85
297,1,-37.1306
297,2,-29.6041
297,3,-24.9746
297,4,-21.5817
297,5,-18.8854
297,6,-16.6391
297,7,-14.7086
297,8,-13.0128
297,9,-11.4983
297,10,-10.1286
297,11,-8.87711
297,12,-7.72415
297,13,-6.6546
297,14,-5.65665
297,15,-4.72086
297,16,-3.83951
297,17,-3.00632
297,18,-2.21603
297,19,-1.46423
297,20,-0.747131
297,21,-0.0614929
297,22,0.595459
297,23,1.22614
297,24,1.83273
297,25,2.41708
297,26,2.98083
297,27,3.52551
297,28,4.0524
297,29,4.56271
297,30,5.05753
297,31,5.53778
297,32,6.00436
297,33,6.45807
297,34,6.89966
297,35,7.32977
297,36,7.74905
297,37,8.15805
297,38,8.55725
297,39,8.9472
297,40,9.32831
297,41,9.70102
297,42,10.0657
297,43,10.4227
297,44,10.7723
297,45,11.1149
297,46,11.4508
297,47,11.7803
297,48,12.1035
297,49,12.4208
297,50,12.7324
297,51,13.0385
297,52,13.3392
297,53,13.6348
297,54,13.9255
297,55,14.2115
297,56,14.4928
297,57,14.7697
297,58,15.0424
297,59,15.3108
297,60,15.5752
297,61,15.8358
297,62,16.0925
297,63,16.3456
297,64,16.5952
297,65,16.8412
297,66,17.084
297,67,17.3235
297,68,17.5598
297,69,17.793
297,70,18.0233
297,71,18.2507
297,72,18.4752
297,73,18.6969
297,74,18.916
297,75,19.1325
297,76,19.3464
297,77,19.5578
297,78,19.7668
297,79,19.9734
297,80,20.1777
297,81,20.3798
297,82,20.5796
297,83,20.7773
297,84,20.9729
297,85,21.1664
297,86,21.3579
297,87,21.5475
297,88,21.7351
297,89,21.9208
297,90,22.1047
297,91,22.2868
297,92,22.4671
297,93,22.6457
297,94,22.8225
297,95,22.9977
297,96,23.1713
297,97,23.3433
297,98,23.5137
297,99,23.6826
297,100,23.85
298,1,-36.5472
298,2,-28.9751
298,3,-24.3168
298,4,-20.9024
298,5,-18.1888
298,6,-15.9279
298,7,-13.9847
298,8,-12.2776
298,9,-10.7531
298,10,-9.37421
298,11,-8.11429
298,12,-6.95352
298,13,-5.87668
298,14,-4.87189
298,15,-3.92966
298,16,-3.04224
298,17,-2.20328
298,18,-1.4075
298,19,-0.650452
298,20,0.0716553
298,21,0.762115
298,22,1.42368
298,23,2.05881
298,24,2.66971
298,25,3.25818
298,26,3.82596
298,27,4.37451
298,28,4.90515
298,29,5.41913
298,30,5.91748
298,31,6.40115
298,32,6.87112
298,33,7.32809
298,34,7.77289
298,35,8.20612
298,36,8.62842
298,37,9.04037
298,38,9.4425
298,39,9.8353
298,40,10.2192
298,41,10.5946
298,42,10.9619
298,43,11.3215
298,44,11.6737
298,45,12.0189
298,46,12.3573
298,47,12.6891
298,48,13.0148
298,49,13.3344
298,50,13.6483
298,51,13.9566
298,52,14.2596
298,53,14.5574
298,54,14.8503
298,55,15.1384
298,56,15.4218
298,57,15.7008
298,58,15.9754
298,59,16.2459
298,60,16.5123
298,61,16.7747
298,62,17.0334
298,63,17.2884
298,64,17.5399
298,65,17.7878
298,66,18.0323
298,67,18.2737
298,68,18.5117
298,69,18.7468
298,70,18.9788
298,71,19.2078
298,72,19.4341
298,73,19.6575
298,74,19.8782
298,75,20.0963
298,76,20.3119
298,77,20.5249
298,78,20.7355
298,79,20.9437
298,80,21.1495
298,81,21.3531
298,82,21.5545
298,83,21.7537
298,84,21.9508
298,85,22.1458
298,86,22.3387
298,87,22.5298
298,88,22.7188
298,89,22.9059
298,90,23.0912
298,91,23.2747
298,92,23.4564
298,93,23.6364
298,94,23.8146
298,95,23.9912
298,96,24.1661
298,97,24.3394
298,98,24.5111
298,99,24.6813
298,100,24.85
299,1,-35.9652
299,2,-28.3476
299,3,-23.6604
299,4,-20.2244
299,5,-17.4934
299,6,-15.2178
299,7,-13.262
299,8,-11.5436
299,9,-10.009
299,10,-8.62085
299,11,-7.35245
299,12,-6.18381
299,13,-5.09967
299,14,-4.08804
299,15,-3.13934
299,16,-2.24582
299,17,-1.40106
299,18,-0.599792
299,19,0.162537
299,20,0.889679
299,21,1.58493
299,22,2.25116
299,23,2.89078
299,24,3.50595
299,25,4.0986
299,26,4.67038
299,27,5.22284
299,28,5.75726
299,29,6.2749
299,30,6.77679
299,31,7.26395
299,32,7.73727
299,33,8.19754
299,34,8.64554
299,35,9.08188
299,36,9.50723
299,37,9.92218
299,38,10.3272
299,39,10.7229
299,40,11.1096
299,41,11.4877
299,42,11.8577
299,43,12.2199
299,44,12.5747
299,45,12.9224
299,46,13.2633
299,47,13.5976
299,48,13.9256
299,49,14.2476
299,50,14.5638
299,51,14.8744
299,52,15.1796
299,53,15.4796
299,54,15.7747
299,55,16.0649
299,56,16.3504
299,57,16.6315
299,58,16.9082
299,59,17.1806
299,60,17.449
299,61,17.7135
299,62,17.9741
299,63,18.231
299,64,18.4843
299,65,18.7341
299,66,18.9805
299,67,19.2236
299,68,19.4635
299,69,19.7003
299,70,19.934
299,71,20.1648
299,72,20.3927
299,73,20.6179
299,74,20.8403
299,75,21.06
299,76,21.2772
299,77,21.4919
299,78,21.704
299,79,21.9138
299,80,22.1212
299,81,22.3264
299,82,22.5293
299,83,22.73
299,84,22.9286
299,85,23.125
299,86,23.3195
299,87,23.5119
299,88,23.7024
299,89,23.891
299,90,24.0777
299,91,24.2626
299,92,24.4457
299,93,24.627
299,94,24.8066
299,95,24.9846
299,96,25.1608
299,97,25.3355
299,98,25.5085
299,99,25.68
299,100,25.85
300,1,-35.3846
300,2,-27.7213
300,3,-23.0052
300,4,-19.5476
300,5,-16.7991
300,6,-14.5089
300,7,-12.5403
300,8,-10.8107
300,9,-9.26584
300,10,-7.86847
300,11,-6.59158
300,12,-5.41507
300,13,-4.32361
300,14,-3.30508
300,15,-2.34991
300,16,-1.45026
300,17,-0.599701
300,18,0.207123
300,19,0.974701
300,20,1.70691
300,21,2.40701
300,22,3.07788
300,23,3.72198
300,24,4.34149
300,25,4.93829
300,26,5.51413
300,27,6.0705
300,28,6.6087
300,29,7.13
300,30,7.6355
300,31,8.12613
300,32,8.60284
300,33,9.06641
300,34,9.51761
300,35,9.95709
300,36,10.3855
300,37,10.8035
300,38,11.2114
300,39,11.6099
300,40,11.9994
300,41,12.3803
300,42,12.753
300,43,13.1179
300,44,13.4753
300,45,13.8255
300,46,14.1688
300,47,14.5056
300,48,14.836
300,49,15.1604
300,50,15.4789
300,51,15.7918
300,52,16.0992
300,53,16.4015
300,54,16.6987
300,55,16.9911
300,56,17.2787
300,57,17.5619
300,58,17.8406
300,59,18.1151
300,60,18.3855
300,61,18.6519
300,62,18.9145
300,63,19.1733
300,64,19.4285
300,65,19.6801
300,66,19.9284
300,67,20.1733
300,68,20.415
300,69,20.6536
300,70,20.8891
300,71,21.1216
300,72,21.3512
300,73,21.5781
300,74,21.8022
300,75,22.0236
300,76,22.2423
300,77,22.4586
300,78,22.6724
300,79,22.8838
300,80,23.0927
300,81,23.2994
300,82,23.5039
300,83,23.7061
300,84,23.9062
300,85,24.1042
300,86,24.3001
300,87,24.494
300,88,24.686
300,89,24.876
300,90,25.0641
300,91,25.2505
300,92,25.4349
300,93,25.6176
300,94,25.7986
300,95,25.9779
300,96,26.1555
300,97,26.3315
300,98,26.5059
300,99,26.6787
300,100,26.85
301,1,-34.8055
301,2,-27.0965
301,3,-22.3513
301,4,-18.872
301,5,-16.1061
301,6,-13.8011
301,7,-11.8197
301,8,-10.0788
301,9,-8.52377
301,10,-7.1171
301,11,-5.8317
301,12,-4.64731
301,13,-3.54846
301,14,-2.52304
301,15,-1.56137
301,16,-0.655548
301,17,0.200836
301,18,1.01318
301,19,1.78607
301,20,2.52335
301,21,3.22833
301,22,3.90387
301,23,4.55246
301,24,5.1763
301,25,5.77731
301,26,6.35721
301,27,6.91748
301,28,7.4595
301,29,7.9845
301,30,8.49356
301,31,8.9877
301,32,9.4678
301,33,9.93469
301,34,10.3891
301,35,10.8318
301,36,11.2632
301,37,11.6842
301,38,12.0951
301,39,12.4965
301,40,12.8888
301,41,13.2724
301,42,13.6479
301,43,14.0154
301,44,14.3753
301,45,14.7281
301,46,15.074
301,47,15.4132
301,48,15.746
301,49,16.0728
301,50,16.3936
301,51,16.7088
301,52,17.0185
301,53,17.323
301,54,17.6224
301,55,17.9169
301,56,18.2067
301,57,18.4919
301,58,18.7727
301,59,19.0493
301,60,19.3217
301,61,19.59
301,62,19.8546
301,63,20.1153
301,64,20.3724
301,65,20.6259
301,66,20.876
301,67,21.1228
301,68,21.3663
301,69,21.6066
301,70,21.8439
301,71,22.0782
301,72,22.3095
301,73,22.5381
301,74,22.7638
301,75,22.9869
301,76,23.2073
301,77,23.4252
301,78,23.6406
301,79,23.8536
301,80,24.0641
301,81,24.2724
301,82,24.4784
301,83,24.6822
301,84,24.8838
301,85,25.0833
301,86,25.2807
301,87,25.4761
301,88,25.6695
301,89,25.8609
301,90,26.0505
301,91,26.2382
301,92,26.4241
301,93,26.6082
301,94,26.7906
301,95,26.9713
301,96,27.1502
301,97,27.3276
301,98,27.5033
301,99,27.6774
301,100,27.85
302,1,-34.2279
302,2,-26.4729
302,3,-21.6987
302,4,-18.1977
302,5,-15.4142
302,6,-13.0945
302,7,-11.1003
302,8,-9.34796
302,9,-7.78271
302,10,-6.36676
302,11,-5.07278
302,12,-3.88046
302,13,-2.77423
302,14,-1.74188
302,15,-0.773712
302,16,0.138275
302,17,1.00052
302,18,1.81845
302,19,2.59665
302,20,3.33902
302,21,4.04886
302,22,4.7291
302,23,5.3822
302,24,6.01041
302,25,6.61563
302,26,7.19958
302,27,7.76379
302,28,8.30963
302,29,8.83835
302,30,9.35101
302,31,9.84866
302,32,10.3322
302,33,10.8024
302,34,11.26
302,35,11.7058
302,36,12.1404
302,37,12.5644
302,38,12.9783
302,39,13.3825
