 Copyright (C) 1995-2019 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.6.2
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
Temperature (K), Mixing Ratio (KG/KG), Pressure (Pa)
291,0.01,13000,9.61136
291,0.01,13500,10.0044
291,0.01,14000,10.3974
291,0.01,14500,10.7905
291,0.01,15000,11.1835
291,0.02,10000,14.5062
291,0.02,10500,15.2923
291,0.02,11000,16.0784
291,0.02,11500,16.8645
291,0.02,12000,17.6506
291,0.02,12500,18.4366
291,0.02,13000,19.2227
291,0.02,13500,20.0088
291,0.02,14000,20.7949
291,0.02,14500,21.581
291,0.02,15000,22.367
291,0.03,10000,21.7593
291,0.03,10500,22.9385
291,0.03,11000,24.1176
291,0.03,11500,25.2967
291,0.03,12000,26.4758
291,0.03,12500,27.655
291,0.03,13000,28.8341
291,0.03,13500,30.0132
291,0.03,14000,31.1923
291,0.03,14500,32.3714
291,0.03,15000,33.5506
291,0.04,10000,29.0124
291,0.04,10500,30.5846
291,0.04,11000,32.1568
291,0.04,11500,33.7289
291,0.04,12000,35.3011
291,0.04,12500,36.8733
291,0.04,13000,38.4454
291,0.04,13500,40.0176
291,0.04,14000,41.5898
291,0.04,14500,43.1619
291,0.04,15000,44.7341
291,0.05,10000,36.2656
291,0.05,10500,38.2308
291,0.05,11000,40.196
291,0.05,11500,42.1612
291,0.05,12000,44.1264
291,0.05,12500,46.0916
291,0.05,13000,48.0568
291,0.05,13500,50.022
291,0.05,14000,51.9872
291,0.05,14500,53.9524
291,0.05,15000,55.9176
292,0.01,10000,6.77535
292,0.01,10500,7.1445
292,0.01,11000,7.51365
292,0.01,11500,7.8828
292,0.01,12000,8.25196
292,0.01,12500,8.62111
292,0.01,13000,8.99026
292,0.01,13500,9.35942
292,0.01,14000,9.72857
292,0.01,14500,10.0977
292,0.01,15000,10.4669
292,0.02,10000,13.5507
292,0.02,10500,14.289
292,0.02,11000,15.0273
292,0.02,11500,15.7656
292,0.02,12000,16.5039
292,0.02,12500,17.2422
292,0.02,13000,17.9805
292,0.02,13500,18.7188
292,0.02,14000,19.4571
292,0.02,14500,20.1954
292,0.02,15000,20.9338
292,0.03,10000,20.326
292,0.03,10500,21.4335
292,0.03,11000,22.541
292,0.03,11500,23.6484
292,0.03,12000,24.7559
292,0.03,12500,25.8633
292,0.03,13000,26.9708
292,0.03,13500,28.0783
292,0.03,14000,29.1857
292,0.03,14500,30.2932
292,0.03,15000,31.4006
292,0.04,10000,27.1014
292,0.04,10500,28.578
292,0.04,11000,30.0546
292,0.04,11500,31.5312
292,0.04,12000,33.0078
292,0.04,12500,34.4844
292,0.04,13000,35.9611
292,0.04,13500,37.4377
292,0.04,14000,38.9143
292,0.04,14500,40.3909
292,0.04,15000,41.8675
292,0.05,10000,33.8767
292,0.05,10500,35.7225
292,0.05,11000,37.5683
292,0.05,11500,39.414
292,0.05,12000,41.2598
292,0.05,12500,43.1056
292,0.05,13000,44.9513
292,0.05,13500,46.7971
292,0.05,14000,48.6429
292,0.05,14500,50.4886
292,0.05,15000,52.3344
293,0.01,10000,6.33
293,0.01,10500,6.67689
293,0.01,11000,7.02377
293,0.01,11500,7.37066
293,0.01,12000,7.71754
293,0.01,12500,8.06443
293,0.01,13000,8.41132
293,0.01,13500,8.7582
293,0.01,14000,9.10509
293,0.01,14500,9.45197
293,0.01,15000,9.79886
293,0.02,10000,12.66
293,0.02,10500,13.3538
293,0.02,11000,14.0475
293,0.02,11500,14.7413
293,0.02,12000,15.4351
293,0.02,12500,16.1289
293,0.02,13000,16.8226
293,0.02,13500,17.5164
293,0.02,14000,18.2102
293,0.02,14500,18.9039
293,0.02,15000,19.5977
293,0.03,10000,18.99
293,0.03,10500,20.0307
293,0.03,11000,21.0713
293,0.03,11500,22.112
293,0.03,12000,23.1526
293,0.03,12500,24.1933
293,0.03,13000,25.2339
293,0.03,13500,26.2746
293,0.03,14000,27.3153
293,0.03,14500,28.3559
293,0.03,15000,29.3966
293,0.04,10000,25.32
293,0.04,10500,26.7075
293,0.04,11000,28.0951
293,0.04,11500,29.4826
293,0.04,12000,30.8702
293,0.04,12500,32.2577
293,0.04,13000,33.6453
293,0.04,13500,35.0328
293,0.04,14000,36.4204
293,0.04,14500,37.8079
293,0.04,15000,39.1954
293,0.05,10000,31.65
293,0.05,10500,33.3844
293,0.05,11000,35.1189
293,0.05,11500,36.8533
293,0.05,12000,38.5877
293,0.05,12500,40.3222
293,0.05,13000,42.0566
293,0.05,13500,43.791
293,0.05,14000,45.5254
293,0.05,14500,47.2599
293,0.05,15000,48.9943
294,0.01,10000,5.91466
294,0.01,10500,6.24078
294,0.01,11000,6.5669
294,0.01,11500,6.89302
294,0.01,12000,7.21914
294,0.01,12500,7.54526
294,0.01,13000,7.87138
294,0.01,13500,8.1975
294,0.01,14000,8.52361
294,0.01,14500,8.84973
294,0.01,15000,9.17585
294,0.02,10000,11.8293
294,0.02,10500,12.4816
294,0.02,11000,13.1338
294,0.02,11500,13.786
294,0.02,12000,14.4383
294,0.02,12500,15.0905
294,0.02,13000,15.7428
294,0.02,13500,16.395
294,0.02,14000,17.0472
294,0.02,14500,17.6995
294,0.02,15000,18.3517
294,0.03,10000,17.744
294,0.03,10500,18.7223
294,0.03,11000,19.7007
294,0.03,11500,20.6791
294,0.03,12000,21.6574
294,0.03,12500,22.6358
294,0.03,13000,23.6141
294,0.03,13500,24.5925
294,0.03,14000,25.5708
294,0.03,14500,26.5492
294,0.03,15000,27.5276
294,0.04,10000,23.6587
294,0.04,10500,24.9631
294,0.04,11000,26.2676
294,0.04,11500,27.5721
294,0.04,12000,28.8766
294,0.04,12500,30.181
294,0.04,13000,31.4855
294,0.04,13500,32.79
294,0.04,14000,34.0945
294,0.04,14500,35.3989
294,0.04,15000,36.7034
294,0.05,10000,29.5733
294,0.05,10500,31.2039
294,0.05,11000,32.8345
294,0.05,11500,34.4651
294,0.05,12000,36.0957
294,0.05,12500,37.7263
294,0.05,13000,39.3569
294,0.05,13500,40.9875
294,0.05,14000,42.6181
294,0.05,14500,44.2487
294,0.05,15000,45.8793
295,0.01,10000,5.52711
295,0.01,10500,5.83385
295,0.01,11000,6.14059
295,0.01,11500,6.44734
295,0.01,12000,6.75408
295,0.01,12500,7.06082
295,0.01,13000,7.36756
295,0.01,13500,7.6743
295,0.01,14000,7.98104
295,0.01,14500,8.28778
295,0.01,15000,8.59453
295,0.02,10000,11.0542
295,0.02,10500,11.6677
295,0.02,11000,12.2812
295,0.02,11500,12.8947
295,0.02,12000,13.5082
295,0.02,12500,14.1216
295,0.02,13000,14.7351
295,0.02,13500,15.3486
295,0.02,14000,15.9621
295,0.02,14500,16.5756
295,0.02,15000,17.1891
295,0.03,10000,16.5813
295,0.03,10500,17.5016
295,0.03,11000,18.4218
295,0.03,11500,19.342
295,0.03,12000,20.2622
295,0.03,12500,21.1825
295,0.03,13000,22.1027
295,0.03,13500,23.0229
295,0.03,14000,23.9431
295,0.03,14500,24.8634
295,0.03,15000,25.7836
295,0.04,10000,22.1084
295,0.04,10500,23.3354
295,0.04,11000,24.5624
295,0.04,11500,25.7893
295,0.04,12000,27.0163
295,0.04,12500,28.2433
295,0.04,13000,29.4702
295,0.04,13500,30.6972
295,0.04,14000,31.9242
295,0.04,14500,33.1511
295,0.04,15000,34.3781
295,0.05,10000,27.6356
295,0.05,10500,29.1693
295,0.05,11000,30.703
295,0.05,11500,32.2367
295,0.05,12000,33.7704
295,0.05,12500,35.3041
295,0.05,13000,36.8378
295,0.05,13500,38.3715
295,0.05,14000,39.9052
295,0.05,14500,41.4389
295,0.05,15000,42.9726
296,0.01,10000,5.16531
296,0.01,10500,5.45396
296,0.01,11000,5.74261
296,0.01,11500,6.03126
296,0.01,12000,6.31991
296,0.01,12500,6.60856
296,0.01,13000,6.89721
296,0.01,13500,7.18586
296,0.01,14000,7.47452
296,0.01,14500,7.76317
296,0.01,15000,8.05182
296,0.02,10000,10.3306
296,0.02,10500,10.9079
296,0.02,11000,11.4852
296,0.02,11500,12.0625
296,0.02,12000,12.6398
296,0.02,12500,13.2171
296,0.02,13000,13.7944
296,0.02,13500,14.3717
296,0.02,14000,14.949
296,0.02,14500,15.5263
296,0.02,15000,16.1036
296,0.03,10000,15.4959
296,0.03,10500,16.3619
296,0.03,11000,17.2278
296,0.03,11500,18.0938
296,0.03,12000,18.9597
296,0.03,12500,19.8257
296,0.03,13000,20.6916
296,0.03,13500,21.5576
296,0.03,14000,22.4235
296,0.03,14500,23.2895
296,0.03,15000,24.1555
296,0.04,10000,20.6612
296,0.04,10500,21.8158
296,0.04,11000,22.9704
296,0.04,11500,24.125
296,0.04,12000,25.2796
296,0.04,12500,26.4342
296,0.04,13000,27.5889
296,0.04,13500,28.7435
296,0.04,14000,29.8981
296,0.04,14500,31.0527
296,0.04,15000,32.2073
296,0.05,10000,25.8265
296,0.05,10500,27.2698
296,0.05,11000,28.713
296,0.05,11500,30.1563
296,0.05,12000,31.5996
296,0.05,12500,33.0428
296,0.05,13000,34.4861
296,0.05,13500,35.9293
296,0.05,14000,37.3726
296,0.05,14500,38.8158
296,0.05,15000,40.2591
297,0.01,10000,4.82737
297,0.01,10500,5.09912
297,0.01,11000,5.37088
297,0.01,11500,5.64263
297,0.01,12000,5.91439
297,0.01,12500,6.18614
297,0.01,13000,6.45789
297,0.01,13500,6.72965
297,0.01,14000,7.0014
297,0.01,14500,7.27316
297,0.01,15000,7.54491
297,0.02,10000,9.65474
297,0.02,10500,10.1982
297,0.02,11000,10.7418
297,0.02,11500,11.2853
297,0.02,12000,11.8288
297,0.02,12500,12.3723
297,0.02,13000,12.9158
297,0.02,13500,13.4593
297,0.02,14000,14.0028
297,0.02,14500,14.5463
297,0.02,15000,15.0898
297,0.03,10000,14.4821
297,0.03,10500,15.2974
297,0.03,11000,16.1126
297,0.03,11500,16.9279
297,0.03,12000,17.7432
297,0.03,12500,18.5584
297,0.03,13000,19.3737
297,0.03,13500,20.1889
297,0.03,14000,21.0042
297,0.03,14500,21.8195
297,0.03,15000,22.6347
297,0.04,10000,19.3095
297,0.04,10500,20.3965
297,0.04,11000,21.4835
297,0.04,11500,22.5705
297,0.04,12000,23.6575
297,0.04,12500,24.7446
297,0.04,13000,25.8316
297,0.04,13500,26.9186
297,0.04,14000,28.0056
297,0.04,14500,29.0926
297,0.04,15000,30.1796
297,0.05,10000,24.1368
297,0.05,10500,25.4956
297,0.05,11000,26.8544
297,0.05,11500,28.2132
297,0.05,12000,29.5719
297,0.05,12500,30.9307
297,0.05,13000,32.2895
297,0.05,13500,33.6482
297,0.05,14000,35.007
297,0.05,14500,36.3658
297,0.05,15000,37.7246
298,0.01,10000,4.51157
298,0.01,10500,4.76753
298,0.01,11000,5.0235
298,0.01,11500,5.27946
298,0.01,12000,5.53543
298,0.01,12500,5.79139
298,0.01,13000,6.04735
298,0.01,13500,6.30332
298,0.01,14000,6.55928
298,0.01,14500,6.81525
298,0.01,15000,7.07121
298,0.02,10000,9.02314
298,0.02,10500,9.53506
298,0.02,11000,10.047
298,0.02,11500,10.5589
298,0.02,12000,11.0709
298,0.02,12500,11.5828
298,0.02,13000,12.0947
298,0.02,13500,12.6066
298,0.02,14000,13.1186
298,0.02,14500,13.6305
298,0.02,15000,14.1424
298,0.03,10000,13.5347
298,0.03,10500,14.3026
298,0.03,11000,15.0705
298,0.03,11500,15.8384
298,0.03,12000,16.6063
298,0.03,12500,17.3742
298,0.03,13000,18.1421
298,0.03,13500,18.91
298,0.03,14000,19.6778
298,0.03,14500,20.4457
298,0.03,15000,21.2136
298,0.04,10000,18.0463
298,0.04,10500,19.0701
298,0.04,11000,20.094
298,0.04,11500,21.1178
298,0.04,12000,22.1417
298,0.04,12500,23.1656
298,0.04,13000,24.1894
298,0.04,13500,25.2133
298,0.04,14000,26.2371
298,0.04,14500,27.261
298,0.04,15000,28.2848
298,0.05,10000,22.5578
298,0.05,10500,23.8377
298,0.05,11000,25.1175
298,0.05,11500,26.3973
298,0.05,12000,27.6771
298,0.05,12500,28.9569
298,0.05,13000,30.2368
298,0.05,13500,31.5166
298,0.05,14000,32.7964
298,0.05,14500,34.0762
298,0.05,15000,35.3561
299,0.01,10000,4.21631
299,0.01,10500,4.45751
299,0.01,11000,4.69871
299,0.01,11500,4.93992
299,0.01,12000,5.18112
299,0.01,12500,5.42232
299,0.01,13000,5.66352
299,0.01,13500,5.90472
299,0.01,14000,6.14592
299,0.01,14500,6.38712
299,0.01,15000,6.62833
299,0.02,10000,8.43262
299,0.02,10500,8.91503
299,0.02,11000,9.39743
299,0.02,11500,9.87983
299,0.02,12000,10.3622
299,0.02,12500,10.8446
299,0.02,13000,11.327
299,0.02,13500,11.8094
299,0.02,14000,12.2918
299,0.02,14500,12.7742
299,0.02,15000,13.2567
299,0.03,10000,12.6489
299,0.03,10500,13.3725
299,0.03,11000,14.0961
299,0.03,11500,14.8197
299,0.03,12000,15.5434
299,0.03,12500,16.267
299,0.03,13000,16.9906
299,0.03,13500,17.7142
299,0.03,14000,18.4378
299,0.03,14500,19.1614
299,0.03,15000,19.885
299,0.04,10000,16.8652
299,0.04,10500,17.8301
299,0.04,11000,18.7949
299,0.04,11500,19.7597
299,0.04,12000,20.7245
299,0.04,12500,21.6893
299,0.04,13000,22.6541
299,0.04,13500,23.6189
299,0.04,14000,24.5837
299,0.04,14500,25.5485
299,0.04,15000,26.5133
299,0.05,10000,21.0816
299,0.05,10500,22.2876
299,0.05,11000,23.4936
299,0.05,11500,24.6996
299,0.05,12000,25.9056
299,0.05,12500,27.1116
299,0.05,13000,28.3176
299,0.05,13500,29.5236
299,0.05,14000,30.7296
299,0.05,14500,31.9356
299,0.05,15000,33.1416
300,0.01,10000,3.94013
300,0.01,10500,4.16752
300,0.01,11000,4.39491
300,0.01,11500,4.62231
300,0.01,12000,4.8497
300,0.01,12500,5.07709
300,0.01,13000,5.30448
300,0.01,13500,5.53187
300,0.01,14000,5.75927
300,0.01,14500,5.98666
300,0.01,15000,6.21405
300,0.02,10000,7.88026
300,0.02,10500,8.33504
300,0.02,11000,8.78983
300,0.02,11500,9.24461
300,0.02,12000,9.6994
300,0.02,12500,10.1542
300,0.02,13000,10.609
300,0.02,13500,11.0637
300,0.02,14000,11.5185
300,0.02,14500,11.9733
300,0.02,15000,12.4281
300,0.03,10000,11.8204
300,0.03,10500,12.5026
300,0.03,11000,13.1847
300,0.03,11500,13.8669
300,0.03,12000,14.5491
300,0.03,12500,15.2313
300,0.03,13000,15.9134
300,0.03,13500,16.5956
300,0.03,14000,17.2778
300,0.03,14500,17.96
300,0.03,15000,18.6422
300,0.04,10000,15.7605
300,0.04,10500,16.6701
300,0.04,11000,17.5797
300,0.04,11500,18.4892
300,0.04,12000,19.3988
300,0.04,12500,20.3084
300,0.04,13000,21.2179
300,0.04,13500,22.1275
300,0.04,14000,23.0371
300,0.04,14500,23.9466
300,0.04,15000,24.8562
300,0.05,10000,19.7006
300,0.05,10500,20.8376
300,0.05,11000,21.9746
300,0.05,11500,23.1115
300,0.05,12000,24.2485
300,0.05,12500,25.3855
300,0.05,13000,26.5224
300,0.05,13500,27.6594
300,0.05,14000,28.7963
300,0.05,14500,29.9333
300,0.05,15000,31.0703
301,0.01,10000,3.68167
301,0.01,10500,3.89613
301,0.01,11000,4.1106
301,0.01,11500,4.32507
301,0.01,12000,4.53954
301,0.01,12500,4.75401
301,0.01,13000,4.96848
301,0.01,13500,5.18295
301,0.01,14000,5.39742
301,0.01,14500,5.61189
301,0.01,15000,5.82636
301,0.02,10000,7.36333
301,0.02,10500,7.79227
301,0.02,11000,8.22121
301,0.02,11500,8.65015
301,0.02,12000,9.07908
301,0.02,12500,9.50802
301,0.02,13000,9.93696
301,0.02,13500,10.3659
301,0.02,14000,10.7948
301,0.02,14500,11.2238
301,0.02,15000,11.6527
301,0.03,10000,11.045
301,0.03,10500,11.6884
301,0.03,11000,12.3318
301,0.03,11500,12.9752
301,0.03,12000,13.6186
301,0.03,12500,14.262
301,0.03,13000,14.9054
301,0.03,13500,15.5488
301,0.03,14000,16.1923
301,0.03,14500,16.8357
301,0.03,15000,17.4791
301,0.04,10000,14.7267
301,0.04,10500,15.5845
301,0.04,11000,16.4424
301,0.04,11500,17.3003
301,0.04,12000,18.1582
301,0.04,12500,19.016
301,0.04,13000,19.8739
301,0.04,13500,20.7318
301,0.04,14000,21.5897
301,0.04,14500,22.4475
301,0.04,15000,23.3054
301,0.05,10000,18.4083
301,0.05,10500,19.4807
301,0.05,11000,20.553
301,0.05,11500,21.6254
301,0.05,12000,22.6977
301,0.05,12500,23.7701
301,0.05,13000,24.8424
301,0.05,13500,25.9147
301,0.05,14000,26.9871
301,0.05,14500,28.0594
301,0.05,15000,29.1318
302,0.01,10000,3.43967
302,0.01,10500,3.64204
302,0.01,11000,3.84441
302,0.01,11500,4.04678
302,0.01,12000,4.24915
302,0.01,12500,4.45152
302,0.01,13000,4.65389
302,0.01,13500,4.85626
302,0.01,14000,5.05862
302,0.01,14500,5.26099
302,0.01,15000,5.46336
302,0.02,10000,6.87934
302,0.02,10500,7.28408
302,0.02,11000,7.68882
302,0.02,11500,8.09356
302,0.02,12000,8.49829
302,0.02,12500,8.90303
302,0.02,13000,9.30777
302,0.02,13500,9.71251
302,0.02,14000,10.1172
302,0.02,14500,10.522
302,0.02,15000,10.9267
302,0.03,10000,10.319
302,0.03,10500,10.9261
302,0.03,11000,11.5332
302,0.03,11500,12.1403
302,0.03,12000,12.7474
302,0.03,12500,13.3545
302,0.03,13000,13.9617
302,0.03,13500,14.5688
302,0.03,14000,15.1759
302,0.03,14500,15.783
302,0.03,15000,16.3901
302,0.04,10000,13.7587
302,0.04,10500,14.5682
302,0.04,11000,15.3776
302,0.04,11500,16.1871
302,0.04,12000,16.9966
302,0.04,12500,17.8061
302,0.04,13000,18.6155
302,0.04,13500,19.425
302,0.04,14000,20.2345
302,0.04,14500,21.044
302,0.04,15000,21.8535
302,0.05,10000,17.1983
302,0.05,10500,18.2102
302,0.05,11000,19.222
302,0.05,11500,20.2339
302,0.05,12000,21.2457
302,0.05,12500,22.2576
302,0.05,13000,23.2694
302,0.05,13500,24.2813
302,0.05,14000,25.2931
302,0.05,14500,26.305
302,0.05,15000,27.3168
303,0.01,10000,3.21299
303,0.01,10500,3.40402
303,0.01,11000,3.59506
303,0.01,11500,3.78609
303,0.01,12000,3.97713
303,0.01,12500,4.16816
303,0.01,13000,4.3592
303,0.01,13500,4.55023
303,0.01,14000,4.74127
303,0.01,14500,4.93231
303,0.01,15000,5.12334
303,0.02,10000,6.42598
303,0.02,10500,6.80805
303,0.02,11000,7.19012
303,0.02,11500,7.57219
303,0.02,12000,7.95426
303,0.02,12500,8.33633
303,0.02,13000,8.7184
303,0.02,13500,9.10047
303,0.02,14000,9.48254
303,0.02,14500,9.86461
303,0.02,15000,10.2467
303,0.03,10000,9.63896
303,0.03,10500,10.2121
303,0.03,11000,10.7852
303,0.03,11500,11.3583
303,0.03,12000,11.9314
303,0.03,12500,12.5045
303,0.03,13000,13.0776
303,0.03,13500,13.6507
303,0.03,14000,14.2238
303,0.03,14500,14.7969
303,0.03,15000,15.37
303,0.04,10000,12.852
303,0.04,10500,13.6161
303,0.04,11000,14.3802
303,0.04,11500,15.1444
303,0.04,12000,15.9085
303,0.04,12500,16.6727
303,0.04,13000,17.4368
303,0.04,13500,18.2009
303,0.04,14000,18.9651
303,0.04,14500,19.7292
303,0.04,15000,20.4934
303,0.05,10000,16.0649
303,0.05,10500,17.0201
303,0.05,11000,17.9753
303,0.05,11500,18.9305
303,0.05,12000,19.8856
303,0.05,12500,20.8408
303,0.05,13000,21.796
303,0.05,13500,22.7512
303,0.05,14000,23.7063
303,0.05,14500,24.6615
303,0.05,15000,25.6167
304,0.01,10000,3.00055
304,0.01,10500,3.18097
304,0.01,11000,3.36138
304,0.01,11500,3.54179
304,0.01,12000,3.72221
304,0.01,12500,3.90262
304,0.01,13000,4.08303
304,0.01,13500,4.26345
304,0.01,14000,4.44386
304,0.01,14500,4.62427
304,0.01,15000,4.80469
304,0.02,10000,6.00111
304,0.02,10500,6.36193
304,0.02,11000,6.72276
304,0.02,11500,7.08359
304,0.02,12000,7.44441
304,0.02,12500,7.80524
304,0.02,13000,8.16607
304,0.02,13500,8.52689
304,0.02,14000,8.88772
304,0.02,14500,9.24855
304,0.02,15000,9.60938
304,0.03,10000,9.00166
304,0.03,10500,9.5429
304,0.03,11000,10.0841
304,0.03,11500,10.6254
304,0.03,12000,11.1666
304,0.03,12500,11.7079
304,0.03,13000,12.2491
304,0.03,13500,12.7903
304,0.03,14000,13.3316
304,0.03,14500,13.8728
304,0.03,15000,14.4141
304,0.04,10000,12.0022
304,0.04,10500,12.7239
304,0.04,11000,13.4455
304,0.04,11500,14.1672
304,0.04,12000,14.8888
304,0.04,12500,15.6105
304,0.04,13000,16.3321
304,0.04,13500,17.0538
304,0.04,14000,17.7754
304,0.04,14500,18.4971
304,0.04,15000,19.2188
304,0.05,10000,15.0028
304,0.05,10500,15.9048
304,0.05,11000,16.8069
304,0.05,11500,17.709
304,0.05,12000,18.611
304,0.05,12500,19.5131
304,0.05,13000,20.4152
304,0.05,13500,21.3172
304,0.05,14000,22.2193
304,0.05,14500,23.1214
304,0.05,15000,24.0234
305,0.01,10000,2.80138
305,0.01,10500,2.97183
305,0.01,11000,3.14229
305,0.01,11500,3.31274
305,0.01,12000,3.4832
305,0.01,12500,3.65365
305,0.01,13000,3.82411
305,0.01,13500,3.99456
305,0.01,14000,4.16502
305,0.01,14500,4.33547
305,0.01,15000,4.50593
305,0.02,10000,5.60276
305,0.02,10500,5.94367
305,0.02,11000,6.28457
305,0.02,11500,6.62548
305,0.02,12000,6.96639
305,0.02,12500,7.3073
305,0.02,13000,7.64821
305,0.02,13500,7.98912
305,0.02,14000,8.33003
305,0.02,14500,8.67094
305,0.02,15000,9.01185
305,0.03,10000,8.40413
305,0.03,10500,8.9155
305,0.03,11000,9.42686
305,0.03,11500,9.93823
305,0.03,12000,10.4496
305,0.03,12500,10.961
305,0.03,13000,11.4723
305,0.03,13500,11.9837
305,0.03,14000,12.495
305,0.03,14500,13.0064
305,0.03,15000,13.5178
305,0.04,10000,11.2055
305,0.04,10500,11.8873
305,0.04,11000,12.5691
305,0.04,11500,13.251
305,0.04,12000,13.9328
305,0.04,12500,14.6146
305,0.04,13000,15.2964
305,0.04,13500,15.9782
305,0.04,14000,16.6601
305,0.04,14500,17.3419
305,0.04,15000,18.0237
305,0.05,10000,14.0069
305,0.05,10500,14.8592
305,0.05,11000,15.7114
305,0.05,11500,16.5637
305,0.05,12000,17.416
305,0.05,12500,18.2683
305,0.05,13000,19.1205
305,0.05,13500,19.9728
305,0.05,14000,20.8251
305,0.05,14500,21.6774
305,0.05,15000,22.5296
306,0.01,10000,2.61455
306,0.01,10500,2.77567
306,0.01,11000,2.93678
306,0.01,11500,3.09789
306,0.01,12000,3.25901
306,0.01,12500,3.42012
306,0.01,13000,3.58123
306,0.01,13500,3.74235
306,0.01,14000,3.90346
306,0.01,14500,4.06457
306,0.01,15000,4.22569
306,0.02,10000,5.2291
306,0.02,10500,5.55133
306,0.02,11000,5.87356
306,0.02,11500,6.19578
306,0.02,12000,6.51801
306,0.02,12500,6.84024
306,0.02,13000,7.16247
306,0.02,13500,7.48469
306,0.02,14000,7.80692
306,0.02,14500,8.12915
306,0.02,15000,8.45137
306,0.03,10000,7.84366
306,0.03,10500,8.327
306,0.03,11000,8.81034
306,0.03,11500,9.29368
306,0.03,12000,9.77702
306,0.03,12500,10.2604
306,0.03,13000,10.7437
306,0.03,13500,11.227
306,0.03,14000,11.7104
306,0.03,14500,12.1937
306,0.03,15000,12.6771
306,0.04,10000,10.4582
306,0.04,10500,11.1027
306,0.04,11000,11.7471
306,0.04,11500,12.3916
306,0.04,12000,13.036
306,0.04,12500,13.6805
306,0.04,13000,14.3249
306,0.04,13500,14.9694
306,0.04,14000,15.6138
306,0.04,14500,16.2583
306,0.04,15000,16.9027
306,0.05,10000,13.0728
306,0.05,10500,13.8783
306,0.05,11000,14.6839
306,0.05,11500,15.4895
306,0.05,12000,16.295
306,0.05,12500,17.1006
306,0.05,13000,17.9062
306,0.05,13500,18.7117
306,0.05,14000,19.5173
306,0.05,14500,20.3229
306,0.05,15000,21.1284
307,0.01,10000,2.43923
307,0.01,10500,2.59158
307,0.01,11000,2.74393
307,0.01,11500,2.89627
307,0.01,12000,3.04862
307,0.01,12500,3.20097
307,0.01,13000,3.35332
307,0.01,13500,3.50566
307,0.01,14000,3.65801
307,0.01,14500,3.81036
307,0.01,15000,3.9627
307,0.02,10000,4.87846
307,0.02,10500,5.18316
307,0.02,11000,5.48785
307,0.02,11500,5.79255
307,0.02,12000,6.09724
307,0.02,12500,6.40194
307,0.02,13000,6.70663
307,0.02,13500,7.01133
307,0.02,14000,7.31602
307,0.02,14500,7.62072
307,0.02,15000,7.92541
307,0.03,10000,7.31769
307,0.03,10500,7.77473
307,0.03,11000,8.23178
307,0.03,11500,8.68882
307,0.03,12000,9.14586
307,0.03,12500,9.6029
307,0.03,13000,10.0599
307,0.03,13500,10.517
307,0.03,14000,10.974
307,0.03,14500,11.4311
307,0.03,15000,11.8881
307,0.04,10000,9.75692
307,0.04,10500,10.3663
307,0.04,11000,10.9757
307,0.04,11500,11.5851
307,0.04,12000,12.1945
307,0.04,12500,12.8039
307,0.04,13000,13.4133
307,0.04,13500,14.0227
307,0.04,14000,14.632
307,0.04,14500,15.2414
307,0.04,15000,15.8508
307,0.05,10000,12.1962
307,0.05,10500,12.9579
307,0.05,11000,13.7196
307,0.05,11500,14.4814
307,0.05,12000,15.2431
307,0.05,12500,16.0048
307,0.05,13000,16.7666
307,0.05,13500,17.5283
307,0.05,14000,18.2901
307,0.05,14500,19.0518
307,0.05,15000,19.8135
308,0.01,10000,2.27463
308,0.01,10500,2.41875
308,0.01,11000,2.56287
308,0.01,11500,2.70699
308,0.01,12000,2.8511
308,0.01,12500,2.99522
308,0.01,13000,3.13934
308,0.01,13500,3.28346
308,0.01,14000,3.42757
308,0.01,14500,3.57169
308,0.01,15000,3.71581
308,0.02,10000,4.54927
308,0.02,10500,4.8375
308,0.02,11000,5.12574
308,0.02,11500,5.41397
308,0.02,12000,5.70221
308,0.02,12500,5.99044
308,0.02,13000,6.27868
308,0.02,13500,6.56691
308,0.02,14000,6.85515
308,0.02,14500,7.14338
308,0.02,15000,7.43162
308,0.03,10000,6.8239
308,0.03,10500,7.25625
308,0.03,11000,7.68861
308,0.03,11500,8.12096
308,0.03,12000,8.55331
308,0.03,12500,8.98566
308,0.03,13000,9.41802
308,0.03,13500,9.85037
308,0.03,14000,10.2827
308,0.03,14500,10.7151
308,0.03,15000,11.1474
308,0.04,10000,9.09853
308,0.04,10500,9.675
308,0.04,11000,10.2515
308,0.04,11500,10.8279
308,0.04,12000,11.4044
308,0.04,12500,11.9809
308,0.04,13000,12.5574
308,0.04,13500,13.1338
308,0.04,14000,13.7103
308,0.04,14500,14.2868
308,0.04,15000,14.8632
308,0.05,10000,11.3732
308,0.05,10500,12.0938
308,0.05,11000,12.8143
308,0.05,11500,13.5349
308,0.05,12000,14.2555
308,0.05,12500,14.9761
308,0.05,13000,15.6967
308,0.05,13500,16.4173
308,0.05,14000,17.1379
308,0.05,14500,17.8585
308,0.05,15000,18.579
309,0.01,10000,2.12004
309,0.01,10500,2.25642
309,0.01,11000,2.39281
309,0.01,11500,2.5292
309,0.01,12000,2.66559
309,0.01,12500,2.80198
309,0.01,13000,2.93836
309,0.01,13500,3.07475
309,0.01,14000,3.21114
309,0.01,14500,3.34753
309,0.01,15000,3.48391
