STATION,STATION_NAME,DATE,CLDD,DPNP,DPNT,HTDD,DT90,DX32,DT00,DT32,DP01,DP05,DP10,EMXP,MXSD,DSNW,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
COOP:328276,STANLEY 3 NNW ND US,195303,-9999,25,-9999,1274,0,12,7,31,-9999,0,0,40,6,-9999,89,-9999,55,-17,346,128,237
COOP:328276,STANLEY 3 NNW ND US,195304,-9999,114,-9999,934,0,1,0,26,-9999,2,1,153,0,-9999,231,-9999,70,5,442,231,337
COOP:328276,STANLEY 3 NNW ND US,195305,-9999,269,-9999,500,0,0,0,8,-9999,3,1,169,0,-9999,488,0,84,22,604,374,489
COOP:328276,STANLEY 3 NNW ND US,195306,-9999,662,-9999,164,0,0,0,0,-9999,6,3,282,0,-9999,1002,0,89,36,710,510,610
COOP:328276,STANLEY 3 NNW ND US,195307,-9999,-130,-9999,48,1,0,0,0,-9999,1,0,61,0,-9999,83,0,90,45,786,548,667
COOP:328276,STANLEY 3 NNW ND US,195308,-9999,63,-9999,22,2,0,0,0,-9999,2,0,78,0,-9999,253,0,90,-9999,805,540,673
COOP:328276,STANLEY 3 NNW ND US,195309,-9999,-99,-9999,305,0,0,0,2,-9999,0,0,20,0,-9999,38,0,88,24,703,411,557
COOP:328276,STANLEY 3 NNW ND US,195310,-9999,86,-9999,466,1,0,0,14,-9999,2,0,93,0,-9999,170,0,92,24,648,351,500
COOP:328276,STANLEY 3 NNW ND US,195311,-9999,-40,-9999,932,0,2,0,29,-9999,0,0,14,0,-9999,14,0,65,4,439,236,338
COOP:328276,STANLEY 3 NNW ND US,195312,-9999,26,-9999,1412,0,15,6,31,-9999,0,0,27,4,-9999,71,35,45,-15,303,80,192
COOP:328276,STANLEY 3 NNW ND US,195401,-9999,39,-9999,2134,0,28,27,31,2,0,0,42,10,-9999,78,80,37,-39,67,-144,-39
COOP:328276,STANLEY 3 NNW ND US,195402,-9999,-17,-9999,994,0,3,2,28,1,0,0,18,9,-9999,24,-9999,50,-10,383,203,293
COOP:328276,STANLEY 3 NNW ND US,195403,-9999,-38,-9999,1359,0,13,8,31,2,0,0,15,4,-9999,26,40,47,-12,310,108,209
COOP:328276,STANLEY 3 NNW ND US,195404,-9999,-5,-9999,870,0,5,2,23,3,0,0,41,0,-9999,112,-9999,72,-5,466,247,357
COOP:328276,STANLEY 3 NNW ND US,195405,-9999,25,-9999,516,0,0,0,8,6,1,0,89,0,-9999,244,0,83,17,601,361,481
COOP:328276,STANLEY 3 NNW ND US,195406,-9999,50,-9999,221,1,0,0,0,9,2,0,72,0,-9999,390,0,91,35,688,471,580
COOP:328276,STANLEY 3 NNW ND US,195407,-9999,-139,-9999,49,6,0,0,0,3,0,0,34,0,-9999,74,0,94,45,814,555,685
COOP:328276,STANLEY 3 NNW ND US,195408,-9999,-61,-9999,36,2,0,0,0,5,0,0,29,0,-9999,129,0,99,42,799,512,656
COOP:328276,STANLEY 3 NNW ND US,195409,-9999,301,-9999,368,0,0,0,3,7,2,1,178,0,-9999,438,0,83,25,633,415,524
COOP:328276,STANLEY 3 NNW ND US,195410,-9999,-25,-9999,701,0,2,0,20,3,0,0,23,0,-9999,59,0,73,12,540,303,422
COOP:328276,STANLEY 3 NNW ND US,195411,-9999,-37,-9999,891,0,4,0,28,1,0,0,12,0,-9999,17,0,66,4,464,237,351
COOP:328276,STANLEY 3 NNW ND US,195412,-9999,-41,-9999,1311,0,15,4,31,0,0,0,4,1,-9999,4,10,49,-10,313,136,225
COOP:328276,STANLEY 3 NNW ND US,195501,-9999,8,-9999,1700,0,29,13,31,2,0,0,18,5,-9999,47,60,35,-20,192,7,100
COOP:328276,STANLEY 3 NNW ND US,195502,-9999,-31,-9999,1649,0,26,17,28,0,0,0,7,-9999,-9999,10,-9999,37,-28,158,-36,61
COOP:328276,STANLEY 3 NNW ND US,195503,-9999,-21,-9999,1513,0,19,14,31,2,0,0,18,-9999,-9999,43,-9999,56,-25,277,44,161
COOP:328276,STANLEY 3 NNW ND US,195504,-9999,108,-9999,604,0,0,0,19,5,3,0,77,0,-9999,225,0,78,22,574,319,447
COOP:328276,STANLEY 3 NNW ND US,195505,-9999,-76,-9999,359,0,0,0,4,4,0,0,42,0,-9999,143,0,87,28,653,416,535
COOP:328276,STANLEY 3 NNW ND US,195506,-9999,-206,-9999,171,0,0,0,0,5,1,0,58,0,-9999,134,0,88,36,727,477,602
COOP:328276,STANLEY 3 NNW ND US,195507,-9999,61,-9999,32,6,0,0,0,8,2,0,63,0,-9999,274,0,98,38,823,562,693
COOP:328276,STANLEY 3 NNW ND US,195508,-9999,-26,-9999,20,11,0,0,0,2,1,1,101,0,-9999,164,0,102,43,860,537,699
COOP:328276,STANLEY 3 NNW ND US,195509,-9999,19,-9999,332,1,0,0,8,2,2,0,98,0,-9999,156,0,90,25,691,393,542
COOP:328276,STANLEY 3 NNW ND US,195510,-9999,-67,-9999,602,0,0,0,18,1,0,0,17,0,-9999,17,0,85,12,603,303,453
COOP:328276,STANLEY 3 NNW ND US,195511,-9999,90,-9999,1621,0,23,16,30,3,2,0,70,11,-9999,144,160,57,-19,211,7,109
COOP:328276,STANLEY 3 NNW ND US,195512,-9999,14,-9999,1928,0,26,25,31,4,0,0,15,8,-9999,59,-9999,39,-33,135,-71,32
COOP:328276,STANLEY 3 NNW ND US,195601,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,2,0,-9999,-9999,-9999,-9999,31,-9999,36,-9999,136,-9999,-9999
COOP:328276,STANLEY 3 NNW ND US,195602,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,0,0,-9999,-9999,-9999,-9999,14,-9999,38,-9999,182,-9999,-9999
COOP:328276,STANLEY 3 NNW ND US,195603,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,3,1,-9999,-9999,-9999,-9999,131,-9999,50,-9999,293,-9999,-9999
COOP:328276,STANLEY 3 NNW ND US,195604,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,1,0,-9999,-9999,-9999,-9999,27,-9999,70,-9999,463,-9999,-9999
COOP:328276,STANLEY 3 NNW ND US,195605,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,7,0,-9999,-9999,-9999,-9999,183,-9999,89,-9999,639,-9999,-9999
COOP:328276,STANLEY 3 NNW ND US,195606,-9999,-9999,-9999,-9999,3,-9999,-9999,-9999,6,3,-9999,-9999,-9999,-9999,615,-9999,98,-9999,795,-9999,-9999
COOP:328276,STANLEY 3 NNW ND US,195607,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,7,2,-9999,-9999,-9999,-9999,334,-9999,87,-9999,762,-9999,-9999
COOP:328276,STANLEY 3 NNW ND US,195608,-9999,-9999,-9999,86,-9999,0,0,0,-9999,-9999,0,20,0,-9999,-9999,0,-9999,33,-9999,493,642
COOP:328276,STANLEY 3 NNW ND US,195609,-9999,-9999,-9999,393,-9999,0,0,8,-9999,-9999,0,35,0,-9999,-9999,0,-9999,25,-9999,365,520
COOP:328276,STANLEY 3 NNW ND US,195610,-9999,-9999,-9999,596,-9999,0,0,-9999,-9999,-9999,0,25,0,-9999,-9999,0,-9999,13,-9999,307,452
COOP:328276,STANLEY 3 NNW ND US,195611,-9999,-9999,-9999,1080,-9999,4,1,28,-9999,-9999,0,28,3,-9999,-9999,30,-9999,-5,-9999,192,288
COOP:328276,STANLEY 3 NNW ND US,195612,-9999,-9999,-9999,1473,-9999,17,10,31,-9999,-9999,0,20,2,-9999,-9999,-9999,-9999,-21,-9999,76,173
COOP:328276,STANLEY 3 NNW ND US,195701,-9999,-9999,-9999,1960,0,31,22,31,1,0,0,10,3,-9999,27,32,30,-28,107,-72,18
COOP:328276,STANLEY 3 NNW ND US,195702,-9999,-9999,-9999,1475,0,18,13,28,0,0,0,8,4,-9999,16,18,41,-18,212,30,121
COOP:328276,STANLEY 3 NNW ND US,195703,-9999,-9999,-9999,1179,0,12,0,30,0,0,0,7,0,-9999,15,8,61,2,367,167,267
COOP:328276,STANLEY 3 NNW ND US,195704,-9999,-9999,-9999,774,0,1,0,20,1,1,0,68,0,-9999,88,-9999,80,1,505,276,391
COOP:328276,STANLEY 3 NNW ND US,195705,-9999,-9999,-9999,321,0,0,0,2,2,1,0,69,0,-9999,123,0,84,31,696,394,545
COOP:328276,STANLEY 3 NNW ND US,195706,-9999,-9999,-9999,136,0,0,0,0,7,2,0,71,0,-9999,247,0,85,36,735,478,607
COOP:328276,STANLEY 3 NNW ND US,195707,-9999,-9999,-9999,3,12,0,0,0,5,2,0,87,0,-9999,221,0,100,49,875,575,725
COOP:328276,STANLEY 3 NNW ND US,195708,-9999,-9999,-9999,74,4,0,0,0,6,0,0,15,0,-9999,85,0,99,39,794,527,661
COOP:328276,STANLEY 3 NNW ND US,195709,-9999,-9999,-9999,317,0,0,0,4,3,0,0,38,0,-9999,90,0,85,27,675,408,542
COOP:328276,STANLEY 3 NNW ND US,195710,-9999,-9999,-9999,735,0,3,0,19,3,0,0,42,5,-9999,104,45,87,1,522,305,414
COOP:328276,STANLEY 3 NNW ND US,195711,-9999,-9999,-9999,1113,0,9,1,30,1,0,0,24,2,-9999,34,27,49,-1,354,198,276
COOP:328276,STANLEY 3 NNW ND US,195712,-9999,-9999,-9999,1333,0,10,6,31,2,0,0,12,2,-9999,29,34,46,-20,315,122,219
COOP:328276,STANLEY 3 NNW ND US,195801,-9999,-9999,-9999,1452,0,22,11,31,1,0,0,17,2,-9999,22,20,43,-6,281,78,180
COOP:328276,STANLEY 3 NNW ND US,195802,-9999,-9999,-9999,1528,0,22,16,28,2,0,0,48,7,-9999,101,83,59,-28,206,1,104
COOP:328276,STANLEY 3 NNW ND US,195803,-9999,-9999,-9999,1304,0,21,5,31,0,0,0,5,7,-9999,13,-9999,56,-8,308,145,227
COOP:328276,STANLEY 3 NNW ND US,195804,-9999,-9999,-9999,655,0,0,0,18,1,0,0,10,0,-9999,42,0,78,12,556,303,430
COOP:328276,STANLEY 3 NNW ND US,195805,-9999,-9999,-9999,264,0,0,0,4,1,0,0,11,0,-9999,15,0,89,26,737,405,571
COOP:328276,STANLEY 3 NNW ND US,195806,-9999,-9999,-9999,218,1,0,0,0,8,3,0,63,0,-9999,303,0,92,36,723,447,585
COOP:328276,STANLEY 3 NNW ND US,195807,-9999,-9999,-9999,90,3,0,0,0,7,2,1,135,0,-9999,376,0,96,39,771,501,636
COOP:328276,STANLEY 3 NNW ND US,195808,-9999,-9999,-9999,37,11,0,0,0,2,0,0,15,0,-9999,45,0,104,37,843,551,697
COOP:328276,STANLEY 3 NNW ND US,195809,-9999,-9999,-9999,254,1,0,0,3,3,0,0,28,0,-9999,57,0,91,26,715,427,571
COOP:328276,STANLEY 3 NNW ND US,195810,-9999,-9999,-9999,596,0,0,0,17,3,1,0,81,0,-9999,121,5,80,17,585,324,455
COOP:328276,STANLEY 3 NNW ND US,195811,-9999,-9999,-9999,1188,0,12,6,29,6,1,0,60,9,-9999,140,133,61,-13,343,160,252
COOP:328276,STANLEY 3 NNW ND US,195812,-9999,-9999,-9999,1644,0,24,13,31,1,0,0,14,5,-9999,20,-9999,42,-18,207,30,119
COOP:328276,STANLEY 3 NNW ND US,195901,-9999,-9999,-9999,1916,0,27,23,31,0,0,0,3,5,-9999,9,11,40,-29,116,-53,32
COOP:328276,STANLEY 3 NNW ND US,195902,-9999,-9999,-9999,1637,0,26,17,28,0,0,0,7,7,-9999,26,35,33,-30,169,-40,65
COOP:328276,STANLEY 3 NNW ND US,195903,-9999,-9999,-9999,1025,0,5,0,29,1,0,0,11,4,-9999,29,11,62,6,410,225,318
COOP:328276,STANLEY 3 NNW ND US,195904,-9999,-9999,-9999,713,0,0,0,20,3,0,0,19,0,-9999,48,-9999,82,14,533,287,410
COOP:328276,STANLEY 3 NNW ND US,195905,-9999,-9999,-9999,445,0,0,0,6,6,1,0,68,0,-9999,248,0,82,22,635,373,504
COOP:328276,STANLEY 3 NNW ND US,195906,-9999,-9999,-9999,101,4,0,0,0,12,3,2,172,0,-9999,641,0,98,38,778,510,644
COOP:328276,STANLEY 3 NNW ND US,195907,-9999,-9999,-9999,22,10,0,0,0,3,0,0,30,0,-9999,85,0,99,40,841,538,690
COOP:328276,STANLEY 3 NNW ND US,195908,-9999,-9999,-9999,32,8,0,0,0,3,3,2,148,0,-9999,368,0,100,40,832,506,669
COOP:328276,STANLEY 3 NNW ND US,195909,-9999,-9999,-9999,395,0,0,0,5,7,4,2,313,0,-9999,651,0,87,23,639,396,518
COOP:328276,STANLEY 3 NNW ND US,195910,-9999,-9999,-9999,877,0,6,0,26,3,0,0,38,5,-9999,107,-9999,69,17,456,273,365
COOP:328276,STANLEY 3 NNW ND US,195911,-9999,-9999,-9999,1335,0,18,7,30,5,0,0,34,5,-9999,126,121,58,-16,281,125,203
COOP:328276,STANLEY 3 NNW ND US,195912,-9999,-9999,-9999,1281,0,18,0,31,3,0,0,15,5,-9999,44,44,43,2,302,166,234
COOP:328276,STANLEY 3 NNW ND US,196001,-9999,-9999,-9999,1796,0,26,21,31,2,0,0,24,9,-9999,55,73,41,-24,166,-27,70
COOP:328276,STANLEY 3 NNW ND US,196002,-9999,-9999,-9999,1581,0,23,16,29,0,0,0,6,5,-9999,12,17,43,-17,194,13,104
COOP:328276,STANLEY 3 NNW ND US,196003,-9999,-9999,-9999,1461,0,19,11,31,1,0,0,32,5,-9999,46,-9999,58,-20,266,88,177
COOP:328276,STANLEY 3 NNW ND US,196004,-9999,-9999,-9999,739,0,0,0,20,3,0,0,48,4,-9999,122,40,67,20,507,297,402
COOP:328276,STANLEY 3 NNW ND US,196005,-9999,-9999,-9999,384,0,0,0,5,6,1,0,65,0,-9999,200,0,87,27,663,400,532
COOP:328276,STANLEY 3 NNW ND US,196006,-9999,-9999,-9999,147,0,0,0,0,5,1,0,61,0,-9999,161,0,86,35,721,487,604
COOP:328276,STANLEY 3 NNW ND US,196007,-9999,-9999,-9999,18,11,0,0,0,4,1,1,139,0,-9999,237,0,105,45,866,564,715
COOP:328276,STANLEY 3 NNW ND US,196008,-9999,-9999,-9999,45,6,0,0,0,4,1,0,74,0,-9999,200,0,95,40,823,522,673
COOP:328276,STANLEY 3 NNW ND US,196009,-9999,-9999,-9999,250,4,0,0,5,1,0,0,17,0,-9999,23,0,96,22,744,426,585
COOP:328276,STANLEY 3 NNW ND US,196010,-9999,-9999,-9999,599,0,0,0,14,0,0,0,0,0,-9999,0,0,80,4,592,318,455
COOP:328276,STANLEY 3 NNW ND US,196011,-9999,-9999,-9999,1144,0,9,3,30,2,0,0,11,2,-9999,26,35,66,-14,370,162,266
COOP:328276,STANLEY 3 NNW ND US,196012,-9999,-9999,-9999,1499,0,22,7,31,0,0,0,6,2,-9999,19,22,44,-19,260,68,164
COOP:328276,STANLEY 3 NNW ND US,196101,-9999,-9999,-9999,1521,0,18,12,31,0,0,0,1,2,-9999,1,-9999,46,-25,254,63,159
COOP:328276,STANLEY 3 NNW ND US,196102,-9999,-9999,-9999,1268,0,10,8,28,3,0,0,35,6,-9999,79,114,51,-16,315,76,196
COOP:328276,STANLEY 3 NNW ND US,196103,-9999,-9999,-9999,1015,0,4,0,29,0,0,0,5,1,-9999,6,8,65,9,426,216,321
COOP:328276,STANLEY 3 NNW ND US,196104,-9999,-9999,-9999,850,0,1,0,23,7,2,0,96,5,-9999,288,110,69,10,480,247,364
COOP:328276,STANLEY 3 NNW ND US,196105,-9999,-9999,-9999,405,0,0,0,6,5,1,0,54,0,-9999,150,0,88,21,658,383,521
COOP:328276,STANLEY 3 NNW ND US,196106,-9999,-9999,-9999,38,10,0,0,0,2,0,0,44,0,-9999,70,0,95,40,845,518,682
COOP:328276,STANLEY 3 NNW ND US,196107,-9999,-9999,-9999,20,11,0,0,0,6,0,0,30,0,-9999,135,0,97,43,845,538,692
COOP:328276,STANLEY 3 NNW ND US,196108,-9999,-9999,-9999,13,18,0,0,0,0,0,0,8,0,-9999,15,0,99,37,904,555,730
COOP:328276,STANLEY 3 NNW ND US,196109,-9999,-9999,-9999,424,0,0,0,6,8,1,0,64,0,-9999,282,0,84,23,632,384,508
COOP:328276,STANLEY 3 NNW ND US,196110,-9999,-9999,-9999,628,0,0,0,18,0,0,0,2,1,-9999,2,5,81,19,577,314,446
COOP:328276,STANLEY 3 NNW ND US,196111,-9999,-9999,-9999,1126,0,9,0,27,0,0,0,0,0,-9999,0,0,66,4,384,162,273
COOP:328276,STANLEY 3 NNW ND US,196112,-9999,-9999,-9999,1792,0,28,22,31,1,0,0,12,-9999,-9999,32,-9999,48,-34,184,-61,62
COOP:328276,STANLEY 3 NNW ND US,196201,-9999,-9999,-9999,1810,0,21,19,31,3,0,0,22,-9999,-9999,62,-9999,40,-32,200,-56,72
COOP:328276,STANLEY 3 NNW ND US,196202,-9999,-9999,-9999,1666,0,21,18,28,2,0,0,43,9,-9999,69,-9999,41,-37,146,-36,55
COOP:328276,STANLEY 3 NNW ND US,196203,-9999,-9999,-9999,1381,0,14,10,30,3,0,0,28,8,-9999,62,60,59,-30,298,106,202
COOP:328276,STANLEY 3 NNW ND US,196204,-9999,-9999,-9999,652,0,1,0,16,1,0,0,23,0,-9999,39,-9999,86,15,561,301,431
COOP:328276,STANLEY 3 NNW ND US,196205,-9999,-9999,-9999,424,0,0,0,1,8,4,2,186,0,-9999,631,0,76,23,615,408,512
COOP:328276,STANLEY 3 NNW ND US,196206,-9999,-9999,-9999,86,0,0,0,0,8,1,1,128,0,-9999,274,0,88,34,753,515,634
COOP:328276,STANLEY 3 NNW ND US,196207,-9999,-9999,-9999,49,0,0,0,0,3,2,1,118,0,-9999,245,0,84,42,773,518,646
COOP:328276,STANLEY 3 NNW ND US,196208,-9999,-9999,-9999,38,3,0,0,0,3,2,1,136,0,-9999,274,0,94,40,822,525,674
COOP:328276,STANLEY 3 NNW ND US,196209,-9999,-9999,-9999,301,0,0,0,3,1,0,0,24,0,-9999,38,0,84,27,695,399,547
COOP:328276,STANLEY 3 NNW ND US,196210,-9999,-9999,-9999,522,0,0,0,9,3,1,1,108,1,-9999,163,10,74,18,598,360,479
COOP:328276,STANLEY 3 NNW ND US,196211,-9999,-9999,-9999,876,0,5,0,27,0,0,0,8,1,-9999,12,10,63,17,445,264,355
COOP:328276,STANLEY 3 NNW ND US,196212,-9999,-9999,-9999,1405,0,16,12,31,1,0,0,12,1,-9999,31,26,50,-19,293,96,195
COOP:328276,STANLEY 3 NNW ND US,196301,-9999,-9999,-9999,1918,0,24,23,31,0,0,0,4,1,11,8,10,46,-27,129,-65,32
COOP:328276,STANLEY 3 NNW ND US,196302,-9999,-9999,-9999,1411,0,20,9,28,2,0,0,12,2,11,47,33,55,-20,250,38,144
COOP:328276,STANLEY 3 NNW ND US,196303,-9999,-9999,-9999,965,0,5,0,28,1,0,0,12,1,9,25,-9999,71,5,461,212,337
COOP:328276,STANLEY 3 NNW ND US,196304,-9999,-9999,-9999,706,0,1,0,21,7,1,0,78,1,1,262,30,77,18,527,299,413
COOP:328276,STANLEY 3 NNW ND US,196305,-9999,-9999,-9999,388,0,0,0,6,7,2,1,172,0,0,382,0,85,22,646,401,524
COOP:328276,STANLEY 3 NNW ND US,196306,-9999,-9999,-9999,51,0,0,0,0,10,7,5,164,0,0,915,0,87,43,758,531,645
COOP:328276,STANLEY 3 NNW ND US,196307,-9999,-9999,-9999,4,5,0,0,0,3,2,1,192,0,0,316,0,95,49,836,584,710
COOP:328276,STANLEY 3 NNW ND US,196308,-9999,-9999,-9999,31,3,0,0,0,5,1,1,115,0,0,236,0,96,42,810,535,673
COOP:328276,STANLEY 3 NNW ND US,196309,-9999,-9999,-9999,136,2,0,0,0,2,1,0,58,0,0,89,0,90,37,746,475,611
COOP:328276,STANLEY 3 NNW ND US,196310,-9999,-9999,-9999,328,0,0,0,5,0,0,0,7,0,0,7,0,89,19,681,406,544
COOP:328276,STANLEY 3 NNW ND US,196311,-9999,-9999,-9999,1031,0,6,2,27,0,0,0,6,1,10,6,7,59,-4,418,192,305
COOP:328276,STANLEY 3 NNW ND US,196312,-9999,-9999,-9999,1673,0,22,17,31,3,0,0,24,3,19,51,50,49,-24,194,27,111
COOP:328276,STANLEY 3 NNW ND US,196401,-9999,-9999,-9999,1512,0,19,11,30,0,0,0,9,2,8,19,30,45,-23,259,62,161
COOP:328276,STANLEY 3 NNW ND US,196402,-9999,-9999,-9999,1229,0,14,4,29,0,0,0,5,1,-9999,15,-9999,45,-15,331,116,224
COOP:328276,STANLEY 3 NNW ND US,196403,-9999,-9999,-9999,1399,0,17,9,31,3,0,0,23,5,13,53,60,63,-18,312,82,197
COOP:328276,STANLEY 3 NNW ND US,196404,-9999,-9999,-9999,619,0,0,0,18,4,0,0,41,3,3,96,30,71,17,569,312,441
COOP:328276,STANLEY 3 NNW ND US,196405,-9999,-9999,-9999,293,1,0,0,1,5,2,0,97,0,0,234,0,93,30,687,432,560
COOP:328276,STANLEY 3 NNW ND US,196406,-9999,-9999,-9999,151,1,0,0,1,9,3,1,135,0,0,399,0,93,30,734,497,616
COOP:328276,STANLEY 3 NNW ND US,196407,-9999,-9999,-9999,4,5,0,0,0,3,2,1,120,0,0,239,0,94,48,843,576,710
COOP:328276,STANLEY 3 NNW ND US,196408,-9999,-9999,-9999,124,5,0,0,1,3,1,0,74,0,0,157,0,96,32,778,501,640
COOP:328276,STANLEY 3 NNW ND US,196409,-9999,-9999,-9999,377,0,0,0,5,2,1,0,66,0,0,94,0,87,27,654,396,525
COOP:328276,STANLEY 3 NNW ND US,196410,-9999,-9999,-9999,587,0,0,0,17,0,0,0,7,0,0,14,5,82,16,591,325,458
COOP:328276,STANLEY 3 NNW ND US,196411,-9999,-9999,-9999,1293,0,13,8,26,3,0,0,31,7,17,71,128,63,-30,329,105,217
COOP:328276,STANLEY 3 NNW ND US,196412,-9999,-9999,-9999,2002,0,31,24,31,3,0,0,22,-9999,31,77,114,32,-28,96,-84,6
COOP:328276,STANLEY 3 NNW ND US,196501,-9999,-9999,-9999,1963,0,31,21,31,1,0,0,13,-9999,31,42,60,31,-30,112,-78,17
COOP:328276,STANLEY 3 NNW ND US,196502,-9999,-9999,-9999,1591,0,22,18,28,0,0,0,5,-9999,-9999,5,0,45,-27,200,-39,81
COOP:328276,STANLEY 3 NNW ND US,196503,-9999,-9999,-9999,1638,0,25,13,31,0,0,0,7,-9999,-9999,12,35,41,-21,226,15,121
COOP:328276,STANLEY 3 NNW ND US,196504,-9999,-9999,-9999,783,0,1,0,28,4,0,0,18,0,0,80,0,78,18,487,286,387
COOP:328276,STANLEY 3 NNW ND US,196505,-9999,-9999,-9999,431,0,0,0,8,6,4,1,131,2,1,442,20,83,25,644,374,509
COOP:328276,STANLEY 3 NNW ND US,196506,-9999,-9999,-9999,113,0,0,0,0,9,2,0,60,0,0,297,0,80,40,725,499,612
COOP:328276,STANLEY 3 NNW ND US,196507,-9999,-9999,-9999,40,0,0,0,0,5,3,1,121,0,0,284,0,88,41,795,525,660
COOP:328276,STANLEY 3 NNW ND US,196508,-9999,-9999,-9999,99,4,0,0,0,6,1,0,56,0,0,191,0,97,35,796,492,644
COOP:328276,STANLEY 3 NNW ND US,196509,-9999,-9999,-9999,657,0,0,0,20,7,2,0,74,0,0,298,2,76,16,545,314,430
COOP:328276,STANLEY 3 NNW ND US,196510,-9999,-9999,-9999,580,0,0,0,25,0,0,0,0,0,0,0,0,76,20,630,290,460
COOP:328276,STANLEY 3 NNW ND US,196511,-9999,-9999,-9999,1223,0,13,5,30,0,0,0,9,2,-9999,21,-9999,69,-9,360,118,239
COOP:328276,STANLEY 3 NNW ND US,196512,-9999,-9999,-9999,1418,0,18,7,31,1,0,0,45,6,6,47,60,51,-20,289,91,190
COOP:328276,STANLEY 3 NNW ND US,196601,-9999,-9999,-9999,2230,0,31,29,31,2,0,0,11,-9999,31,32,42,28,-37,35,-172,-69
COOP:328276,STANLEY 3 NNW ND US,196602,-9999,-9999,-9999,1582,0,23,13,28,0,0,0,6,13,28,9,31,39,-24,191,-25,83
COOP:328276,STANLEY 3 NNW ND US,196603,-9999,-9999,-9999,1093,0,7,4,31,1,0,0,20,14,-9999,22,25,74,-11,429,161,295
COOP:328276,STANLEY 3 NNW ND US,196604,-9999,-9999,-9999,941,0,5,0,28,4,0,0,34,-9999,-9999,102,80,63,7,449,224,337
COOP:328276,STANLEY 3 NNW ND US,196605,-9999,-9999,-9999,473,0,0,0,13,6,2,0,89,2,1,210,-9999,85,18,658,331,495
COOP:328276,STANLEY 3 NNW ND US,196606,-9999,-9999,-9999,176,2,0,0,0,4,1,0,90,0,0,188,0,92,34,747,469,608
COOP:328276,STANLEY 3 NNW ND US,196607,-9999,-9999,-9999,1,7,0,0,0,5,1,0,61,0,0,180,0,95,50,840,564,702
COOP:328276,STANLEY 3 NNW ND US,196608,-9999,-9999,-9999,100,1,0,0,0,3,2,1,181,0,0,303,0,93,37,785,487,636
COOP:328276,STANLEY 3 NNW ND US,196609,-9999,-9999,-9999,251,1,0,0,5,2,0,0,40,0,0,54,0,90,25,725,413,569
COOP:328276,STANLEY 3 NNW ND US,196610,-9999,-9999,-9999,668,0,0,0,21,2,0,0,15,-9999,-9999,34,-9999,79,10,573,290,432
COOP:328276,STANLEY 3 NNW ND US,196611,-9999,-9999,-9999,1333,0,15,6,30,1,0,0,16,-9999,-9999,17,25,47,-10,310,96,203
COOP:328276,STANLEY 3 NNW ND US,196612,-9999,-9999,-9999,1573,0,20,12,31,0,0,0,9,2,-9999,25,-9999,42,-26,247,35,141
COOP:328276,STANLEY 3 NNW ND US,196701,-9999,-9999,-9999,1725,0,26,17,31,4,0,0,24,5,-9999,80,-9999,40,-30,199,-14,93
COOP:328276,STANLEY 3 NNW ND US,196702,-9999,-9999,-9999,1603,0,24,16,28,3,0,0,18,10,28,57,-9999,38,-30,191,-38,77
COOP:328276,STANLEY 3 NNW ND US,196703,-9999,-9999,-9999,1339,0,14,9,31,0,0,0,8,-9999,-9999,40,41,58,-14,331,101,216
COOP:328276,STANLEY 3 NNW ND US,196704,-9999,-9999,-9999,840,0,2,1,22,6,1,1,125,-9999,-9999,259,80,67,0,488,248,368
COOP:328276,STANLEY 3 NNW ND US,196705,-9999,-9999,-9999,481,0,0,0,15,1,0,0,15,0,0,15,0,84,15,646,340,493
COOP:328276,STANLEY 3 NNW ND US,196706,-9999,-9999,-9999,168,0,0,0,0,3,1,0,60,0,0,112,0,88,33,734,456,595
COOP:328276,STANLEY 3 NNW ND US,196707,-9999,-9999,-9999,66,10,0,0,0,3,0,0,22,0,0,65,0,97,34,847,507,677
COOP:328276,STANLEY 3 NNW ND US,196708,-9999,-9999,-9999,37,6,0,0,0,4,0,0,25,0,0,100,0,93,37,845,497,671
COOP:328276,STANLEY 3 NNW ND US,196709,-9999,-9999,-9999,173,0,0,0,1,4,0,0,21,0,0,77,0,88,19,751,452,602
COOP:328276,STANLEY 3 NNW ND US,196710,-9999,-9999,-9999,681,0,1,0,15,4,1,0,55,0,0,111,0,71,17,541,315,428
COOP:328276,STANLEY 3 NNW ND US,196711,-9999,-9999,-9999,1132,0,9,2,30,1,0,0,15,-9999,-9999,29,-9999,55,-10,360,180,270
COOP:328276,STANLEY 3 NNW ND US,196712,-9999,-9999,-9999,1635,0,24,14,31,2,0,0,18,-9999,-9999,47,100,45,-39,212,33,123
COOP:328276,STANLEY 3 NNW ND US,196801,-9999,-9999,-9999,1835,0,22,20,31,1,0,0,31,-9999,-9999,46,-9999,44,-36,164,-48,58
COOP:328276,STANLEY 3 NNW ND US,196802,-9999,-9999,-9999,1555,0,23,15,29,0,0,0,3,-9999,-9999,9,20,44,-24,217,6,112
